locus_id,gene_name,gene_id,gene_type,gtex_tissue,gtex_chrom,reference_genome,maf_min,maf_max,min_sample_size,alphagenome_sequence_length,alphagenome_target_data_source,alphagenome_target_gtex_tissue,alphagenome_batch_size,alphagenome_max_workers,alphagenome_retry_wait_seconds,enabled
clec12a_chr12_lung,CLEC12A,ENSG00000172322.14,protein_coding,Lung,chr12,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
olr1_chr12_lung,OLR1,ENSG00000173391.9,protein_coding,Lung,chr12,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
cep83_chr12_lung,CEP83,ENSG00000173588.16,protein_coding,Lung,chr12,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
msrb3_chr12_lung,MSRB3,ENSG00000174099.12,protein_coding,Lung,chr12,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
c12orf76_chr12_lung,C12orf76,ENSG00000174456.16,protein_coding,Lung,chr12,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
ano6_chr12_lung,ANO6,ENSG00000177119.17,protein_coding,Lung,chr12,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
dpy19l2_chr12_lung,DPY19L2,ENSG00000177990.12,protein_coding,Lung,chr12,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
ptpn11_chr12_lung,PTPN11,ENSG00000179295.19,protein_coding,Lung,chr12,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
pced1b_chr12_lung,PCED1B,ENSG00000179715.13,protein_coding,Lung,chr12,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
nxph4_chr12_lung,NXPH4,ENSG00000182379.10,protein_coding,Lung,chr12,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
galnt9_chr12_lung,GALNT9,ENSG00000182870.13,protein_coding,Lung,chr12,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
klrc4_chr12_lung,KLRC4,ENSG00000183542.6,protein_coding,Lung,chr12,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
diablo_chr12_lung,DIABLO,ENSG00000184047.20,protein_coding,Lung,chr12,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
snrnp35_chr12_lung,SNRNP35,ENSG00000184209.15,protein_coding,Lung,chr12,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
atp6v0a2_chr12_lung,ATP6V0A2,ENSG00000185344.15,protein_coding,Lung,chr12,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
ntf3_chr12_lung,NTF3,ENSG00000185652.12,protein_coding,Lung,chr12,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
arid2_chr12_lung,ARID2,ENSG00000189079.17,protein_coding,Lung,chr12,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
ncor2_chr12_lung,NCOR2,ENSG00000196498.13,protein_coding,Lung,chr12,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
scn8a_chr12_lung,SCN8A,ENSG00000196876.18,protein_coding,Lung,chr12,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
hoxc6_chr12_lung,HOXC6,ENSG00000197757.8,protein_coding,Lung,chr12,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
mmp17_chr12_lung,MMP17,ENSG00000198598.7,protein_coding,Lung,chr12,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
ficd_chr12_lung,FICD,ENSG00000198855.7,protein_coding,Lung,chr12,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
cdc27_chr17_lung,CDC27,ENSG00000004897.12,protein_coding,Lung,chr17,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
tspoap1_chr17_lung,TSPOAP1,ENSG00000005379.17,protein_coding,Lung,chr17,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
mks1_chr17_lung,MKS1,ENSG00000011143.19,protein_coding,Lung,chr17,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
utp18_chr17_lung,UTP18,ENSG00000011260.14,protein_coding,Lung,chr17,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
map2k3_chr17_lung,MAP2K3,ENSG00000034152.19,protein_coding,Lung,chr17,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
timp2_chr17_lung,TIMP2,ENSG00000035862.12,protein_coding,Lung,chr17,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
sdk2_chr17_lung,SDK2,ENSG00000069188.17,protein_coding,Lung,chr17,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
acap1_chr17_lung,ACAP1,ENSG00000072818.12,protein_coding,Lung,chr17,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
nfe2l1_chr17_lung,NFE2L1,ENSG00000082641.16,protein_coding,Lung,chr17,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
alkbh5_chr17_lung,ALKBH5,ENSG00000091542.9,protein_coding,Lung,chr17,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
cryba1_chr17_lung,CRYBA1,ENSG00000108255.8,protein_coding,Lung,chr17,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
rapgefl1_chr17_lung,RAPGEFL1,ENSG00000108352.13,protein_coding,Lung,chr17,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
pfn1_chr17_lung,PFN1,ENSG00000108518.8,protein_coding,Lung,chr17,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
rnf167_chr17_lung,RNF167,ENSG00000108523.16,protein_coding,Lung,chr17,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
rai1_chr17_lung,RAI1,ENSG00000108557.20,protein_coding,Lung,chr17,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
cpd_chr17_lung,CPD,ENSG00000108582.12,protein_coding,Lung,chr17,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
ddx5_chr17_lung,DDX5,ENSG00000108654.16,protein_coding,Lung,chr17,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
ccl2_chr17_lung,CCL2,ENSG00000108691.9,protein_coding,Lung,chr17,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
hsd17b1_chr17_lung,HSD17B1,ENSG00000108786.11,protein_coding,Lung,chr17,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
abi3_chr17_lung,ABI3,ENSG00000108798.9,protein_coding,Lung,chr17,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
mrpl27_chr17_lung,MRPL27,ENSG00000108826.16,protein_coding,Lung,chr17,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
lrrc59_chr17_lung,LRRC59,ENSG00000108829.10,protein_coding,Lung,chr17,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
hdac5_chr17_lung,HDAC5,ENSG00000108840.16,protein_coding,Lung,chr17,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
ywhae_chr17_lung,YWHAE,ENSG00000108953.17,protein_coding,Lung,chr17,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
hoxb5_chr17_lung,HOXB5,ENSG00000120075.6,protein_coding,Lung,chr17,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
scpep1_chr17_lung,SCPEP1,ENSG00000121064.13,protein_coding,Lung,chr17,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
sec14l1_chr17_lung,SEC14L1,ENSG00000129657.16,protein_coding,Lung,chr17,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
aanat_chr17_lung,AANAT,ENSG00000129673.10,protein_coding,Lung,chr17,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
pyy_chr17_lung,PYY,ENSG00000131096.11,protein_coding,Lung,chr17,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
aoc3_chr17_lung,AOC3,ENSG00000131471.7,protein_coding,Lung,chr17,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
rara_chr17_lung,RARA,ENSG00000131759.18,protein_coding,Lung,chr17,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
mybbp1a_chr17_lung,MYBBP1A,ENSG00000132382.15,protein_coding,Lung,chr17,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
dlg4_chr17_lung,DLG4,ENSG00000132535.22,protein_coding,Lung,chr17,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
myh10_chr17_lung,MYH10,ENSG00000133026.14,protein_coding,Lung,chr17,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
taco1_chr17_lung,TACO1,ENSG00000136463.9,protein_coding,Lung,chr17,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
kat7_chr17_lung,KAT7,ENSG00000136504.13,protein_coding,Lung,chr17,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
myocd_chr17_lung,MYOCD,ENSG00000141052.18,protein_coding,Lung,chr17,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
pelp1_chr17_lung,PELP1,ENSG00000141456.16,protein_coding,Lung,chr17,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
csnk1d_chr17_lung,CSNK1D,ENSG00000141551.15,protein_coding,Lung,chr17,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
anapc11_chr17_lung,ANAPC11,ENSG00000141552.18,protein_coding,Lung,chr17,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
cep131_chr17_lung,CEP131,ENSG00000141577.14,protein_coding,Lung,chr17,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
p3h4_chr17_lung,P3H4,ENSG00000141696.13,protein_coding,Lung,chr17,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
pnmt_chr17_lung,PNMT,ENSG00000141744.4,protein_coding,Lung,chr17,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
stac2_chr17_lung,STAC2,ENSG00000141750.7,protein_coding,Lung,chr17,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
cep112_chr17_lung,CEP112,ENSG00000154240.17,protein_coding,Lung,chr17,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
abca10_chr17_lung,ABCA10,ENSG00000154263.18,protein_coding,Lung,chr17,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
taok1_chr17_lung,TAOK1,ENSG00000160551.12,protein_coding,Lung,chr17,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
sap30bp_chr17_lung,SAP30BP,ENSG00000161526.15,protein_coding,Lung,chr17,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
eif4a1_chr17_lung,EIF4A1,ENSG00000161960.16,protein_coding,Lung,chr17,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
cox11_chr17_lung,COX11,ENSG00000166260.13,protein_coding,Lung,chr17,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
mapk7_chr17_lung,MAPK7,ENSG00000166484.20,protein_coding,Lung,chr17,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
samd14_chr17_lung,SAMD14,ENSG00000167100.15,protein_coding,Lung,chr17,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
engase_chr17_lung,ENGASE,ENSG00000167280.17,protein_coding,Lung,chr17,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
tbc1d16_chr17_lung,TBC1D16,ENSG00000167291.16,protein_coding,Lung,chr17,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
atp5pd_chr17_lung,ATP5PD,ENSG00000167863.12,protein_coding,Lung,chr17,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
lgals9_chr17_lung,LGALS9,ENSG00000168961.17,protein_coding,Lung,chr17,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
aspscr1_chr17_lung,ASPSCR1,ENSG00000169696.16,protein_coding,Lung,chr17,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
stx8_chr17_lung,STX8,ENSG00000170310.15,protein_coding,Lung,chr17,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
gprc5c_chr17_lung,GPRC5C,ENSG00000170412.18,protein_coding,Lung,chr17,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
krt19_chr17_lung,KRT19,ENSG00000171345.13,protein_coding,Lung,chr17,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
dnai2_chr17_lung,DNAI2,ENSG00000171595.14,protein_coding,Lung,chr17,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
bptf_chr17_lung,BPTF,ENSG00000171634.19,protein_coding,Lung,chr17,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
fbxw10_chr17_lung,FBXW10,ENSG00000171931.13,protein_coding,Lung,chr17,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
coprs_chr17_lung,COPRS,ENSG00000172301.11,protein_coding,Lung,chr17,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
jup_chr17_lung,JUP,ENSG00000173801.17,protein_coding,Lung,chr17,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
tom1l2_chr17_lung,TOM1L2,ENSG00000175662.18,protein_coding,Lung,chr17,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
crlf3_chr17_lung,CRLF3,ENSG00000176390.12,protein_coding,Lung,chr17,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
flii_chr17_lung,FLII,ENSG00000177731.16,protein_coding,Lung,chr17,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
pfas_chr17_lung,PFAS,ENSG00000178921.14,protein_coding,Lung,chr17,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
tmem107_chr17_lung,TMEM107,ENSG00000179029.15,protein_coding,Lung,chr17,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
slc47a2_chr17_lung,SLC47A2,ENSG00000180638.19,protein_coding,Lung,chr17,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
cldn7_chr17_lung,CLDN7,ENSG00000181885.18,protein_coding,Lung,chr17,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
spns3_chr17_lung,SPNS3,ENSG00000182557.8,protein_coding,Lung,chr17,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
gjc1_chr17_lung,GJC1,ENSG00000182963.11,protein_coding,Lung,chr17,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
spdye4_chr17_lung,SPDYE4,ENSG00000183318.12,protein_coding,Lung,chr17,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
alyref_chr17_lung,ALYREF,ENSG00000183684.8,protein_coding,Lung,chr17,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
rflnb_chr17_lung,RFLNB,ENSG00000183688.4,protein_coding,Lung,chr17,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
hgs_chr17_lung,HGS,ENSG00000185359.14,protein_coding,Lung,chr17,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
kif18b_chr17_lung,KIF18B,ENSG00000186185.14,protein_coding,Lung,chr17,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
c17orf58_chr17_lung,C17orf58,ENSG00000186665.10,protein_coding,Lung,chr17,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
mapt_chr17_lung,MAPT,ENSG00000186868.17,protein_coding,Lung,chr17,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
fam83g_chr17_lung,FAM83G,ENSG00000188522.15,protein_coding,Lung,chr17,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
fbf1_chr17_lung,FBF1,ENSG00000188878.20,protein_coding,Lung,chr17,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
inca1_chr17_lung,INCA1,ENSG00000196388.8,protein_coding,Lung,chr17,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
rpl23a_chr17_lung,RPL23A,ENSG00000198242.14,protein_coding,Lung,chr17,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
helz_chr17_lung,HELZ,ENSG00000198265.12,protein_coding,Lung,chr17,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
ankrd13b_chr17_lung,ANKRD13B,ENSG00000198720.13,protein_coding,Lung,chr17,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
lrrc3c_chr17_lung,LRRC3C,ENSG00000204913.7,protein_coding,Lung,chr17,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
c17orf107_chr17_lung,C17orf107,ENSG00000205710.4,protein_coding,Lung,chr17,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
supt4h1_chr17_lung,SUPT4H1,ENSG00000213246.7,protein_coding,Lung,chr17,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
evpll_chr17_lung,EVPLL,ENSG00000214860.5,protein_coding,Lung,chr17,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
rnasek_chr17_lung,RNASEK,ENSG00000219200.12,protein_coding,Lung,chr17,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
trim16_chr17_lung,TRIM16,ENSG00000221926.13,protein_coding,Lung,chr17,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
lasp1nb_chr17_lung,LASP1NB,ENSG00000263874.2,protein_coding,Lung,chr17,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
ccl5_chr17_lung,CCL5,ENSG00000271503.6,protein_coding,Lung,chr17,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
milr1_chr17_lung,MILR1,ENSG00000271605.6,protein_coding,Lung,chr17,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
tbc1d3b_chr17_lung,TBC1D3B,ENSG00000274808.6,protein_coding,Lung,chr17,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
synrg_chr17_lung,SYNRG,ENSG00000275066.5,protein_coding,Lung,chr17,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
dusp14_chr17_lung,DUSP14,ENSG00000276023.5,protein_coding,Lung,chr17,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
psmb3_chr17_lung,PSMB3,ENSG00000277791.5,protein_coding,Lung,chr17,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
bid_chr22_lung,BID,ENSG00000015475.19,protein_coding,Lung,chr22,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
tymp_chr22_lung,TYMP,ENSG00000025708.14,protein_coding,Lung,chr22,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
tbc1d22a_chr22_lung,TBC1D22A,ENSG00000054611.14,protein_coding,Lung,chr22,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
hdhd5_chr22_lung,HDHD5,ENSG00000069998.12,protein_coding,Lung,chr22,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
cltcl1_chr22_lung,CLTCL1,ENSG00000070371.16,protein_coding,Lung,chr22,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
gtse1_chr22_lung,GTSE1,ENSG00000075218.19,protein_coding,Lung,chr22,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
celsr1_chr22_lung,CELSR1,ENSG00000075275.18,protein_coding,Lung,chr22,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
fbln1_chr22_lung,FBLN1,ENSG00000077942.19,protein_coding,Lung,chr22,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
arvcf_chr22_lung,ARVCF,ENSG00000099889.14,protein_coding,Lung,chr22,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
derl3_chr22_lung,DERL3,ENSG00000099958.15,protein_coding,Lung,chr22,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
cabin1_chr22_lung,CABIN1,ENSG00000099991.18,protein_coding,Lung,chr22,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
tbc1d10a_chr22_lung,TBC1D10A,ENSG00000099992.16,protein_coding,Lung,chr22,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
sf3a1_chr22_lung,SF3A1,ENSG00000099995.19,protein_coding,Lung,chr22,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
rnf215_chr22_lung,RNF215,ENSG00000099999.15,protein_coding,Lung,chr22,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
sec14l3_chr22_lung,SEC14L3,ENSG00000100012.12,protein_coding,Lung,chr22,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
specc1l_chr22_lung,SPECC1L,ENSG00000100014.20,protein_coding,Lung,chr22,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
ggt1_chr22_lung,GGT1,ENSG00000100031.19,protein_coding,Lung,chr22,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
card10_chr22_lung,CARD10,ENSG00000100065.15,protein_coding,Lung,chr22,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
sh3bp1_chr22_lung,SH3BP1,ENSG00000100092.24,protein_coding,Lung,chr22,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
sez6l_chr22_lung,SEZ6L,ENSG00000100095.19,protein_coding,Lung,chr22,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
patz1_chr22_lung,PATZ1,ENSG00000100105.18,protein_coding,Lung,chr22,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
triobp_chr22_lung,TRIOBP,ENSG00000100106.22,protein_coding,Lung,chr22,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
gcat_chr22_lung,GCAT,ENSG00000100116.17,protein_coding,Lung,chr22,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
ggtlc2_chr22_lung,GGTLC2,ENSG00000100121.14,protein_coding,Lung,chr22,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
crybb1_chr22_lung,CRYBB1,ENSG00000100122.7,protein_coding,Lung,chr22,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
snu13_chr22_lung,SNU13,ENSG00000100138.15,protein_coding,Lung,chr22,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
slc5a1_chr22_lung,SLC5A1,ENSG00000100170.10,protein_coding,Lung,chr22,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
tcf20_chr22_lung,TCF20,ENSG00000100207.21,protein_coding,Lung,chr22,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
tomm22_chr22_lung,TOMM22,ENSG00000100216.6,protein_coding,Lung,chr22,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
josd1_chr22_lung,JOSD1,ENSG00000100221.11,protein_coding,Lung,chr22,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
rab36_chr22_lung,RAB36,ENSG00000100228.14,protein_coding,Lung,chr22,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
cyb5r3_chr22_lung,CYB5R3,ENSG00000100243.22,protein_coding,Lung,chr22,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
miox_chr22_lung,MIOX,ENSG00000100253.13,protein_coding,Lung,chr22,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
hmgxb4_chr22_lung,HMGXB4,ENSG00000100281.14,protein_coding,Lung,chr22,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
apobec3h_chr22_lung,APOBEC3H,ENSG00000100298.16,protein_coding,Lung,chr22,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
arsa_chr22_lung,ARSA,ENSG00000100299.18,protein_coding,Lung,chr22,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
ttll12_chr22_lung,TTLL12,ENSG00000100304.13,protein_coding,Lung,chr22,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
apol4_chr22_lung,APOL4,ENSG00000100336.18,protein_coding,Lung,chr22,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
slc25a17_chr22_lung,SLC25A17,ENSG00000100372.15,protein_coding,Lung,chr22,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
fam118a_chr22_lung,FAM118A,ENSG00000100376.12,protein_coding,Lung,chr22,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
kctd17_chr22_lung,KCTD17,ENSG00000100379.18,protein_coding,Lung,chr22,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
desi1_chr22_lung,DESI1,ENSG00000100418.8,protein_coding,Lung,chr22,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
cerk_chr22_lung,CERK,ENSG00000100422.14,protein_coding,Lung,chr22,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
brd1_chr22_lung,BRD1,ENSG00000100425.19,protein_coding,Lung,chr22,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
tubgcp6_chr22_lung,TUBGCP6,ENSG00000128159.12,protein_coding,Lung,chr22,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
dgcr6l_chr22_lung,DGCR6L,ENSG00000128185.10,protein_coding,Lung,chr22,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
dgcr8_chr22_lung,DGCR8,ENSG00000128191.16,protein_coding,Lung,chr22,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
gal3st1_chr22_lung,GAL3ST1,ENSG00000128242.13,protein_coding,Lung,chr22,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
rfpl2_chr22_lung,RFPL2,ENSG00000128253.16,protein_coding,Lung,chr22,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
gnaz_chr22_lung,GNAZ,ENSG00000128266.9,protein_coding,Lung,chr22,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
mgat3_chr22_lung,MGAT3,ENSG00000128268.12,protein_coding,Lung,chr22,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
mchr1_chr22_lung,MCHR1,ENSG00000128285.5,protein_coding,Lung,chr22,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
igll1_chr22_lung,IGLL1,ENSG00000128322.7,protein_coding,Lung,chr22,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
lif_chr22_lung,LIF,ENSG00000128342.5,protein_coding,Lung,chr22,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
ribc2_chr22_lung,RIBC2,ENSG00000128408.9,protein_coding,Lung,chr22,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
morc2_chr22_lung,MORC2,ENSG00000133422.14,protein_coding,Lung,chr22,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
c1qtnf6_chr22_lung,C1QTNF6,ENSG00000133466.14,protein_coding,Lung,chr22,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
sec14l4_chr22_lung,SEC14L4,ENSG00000133488.15,protein_coding,Lung,chr22,hg38,0.01,0.99,50,1MB,gtex,Lung,100,8,5,True
